month,mau,joiners,leavers,churn_rate,satisfaction,revenue_usd,revenue_per_user_usd,consumer_revenue_usd,payer_revenue_usd,pool_usd,paid_out_usd,payout_per_user_usd,earners,payout_per_earner_usd,payout_per_earner_face_usd,earner_upside_face_usd,stake_bonus_per_winner_usd,total_user_upside_usd,cheat_inflation,fraud_leak_usd,costs_usd,net_usd,treasury_usd,token_price_usd,entry_cost_usd,invariant_ok
1,9000.0,4300.0,300.0,0.06,1.0,9183.266544613383,1.020362949401487,9183.266544613383,0.0,4591.633272306692,4591.633272306692,0.31357189594391116,9000.0,0.31357189594391116,0.31357189594391116,6.924683007055023,6.611111111111112,1.1069052292772446,1.1400000000000001,1769.4862088114915,53820.0,-48623.56672769331,701376.4332723067,nan,0.0,True
2,11449.841242186509,4133.968248437302,1684.1270062507924,0.1871252229167547,0.47031157118018874,11756.978391989054,1.0268245771540403,11756.978391989054,0.0,5878.489195994527,5878.489195994527,0.39295611140076414,11449.841242186509,0.39295611140076414,0.39295611140076414,7.004067222511876,6.611111111111112,1.1862894447340975,0.5573427282982076,1379.2041053088215,54044.97142359357,-47397.05289612411,653979.3803761826,nan,0.0,True
3,13464.903663108284,4100.882958715545,2085.8205377937707,0.18217025840573609,0.49095725664276624,13874.037903373872,1.0303852333816952,13874.037903373872,0.0,6937.018951686936,6937.018951686936,0.3905847118630219,13464.903663108284,0.3905847118630219,0.3905847118630219,7.001695822974135,6.6111111111111125,1.1839180451963554,0.5800529823070429,1677.8334341684385,54198.16265935949,-46356.30218151168,607623.078194671,nan,0.0,True
4,15056.891802860482,4046.8454477369364,2454.8573079847383,0.1823152522591499,0.4903531155868753,15539.53113830165,1.032054380263892,15539.53113830165,0.0,7769.765569150825,7769.765569150825,0.3913258669329389,15056.891802860482,0.3913258669329389,0.3913258669329389,7.002436978044051,6.6111111111111125,1.1846592002662724,0.5793884271455629,1877.6143310809857,54281.486124514886,-45499.897426211835,562123.1807684591,nan,0.0,True
5,16296.806907342401,3984.3335210680125,2744.418416586093,0.18226991682737026,0.49054201321929064,16826.313288481902,1.0324914189724452,16826.313288481902,0.0,8413.156644240951,8413.156644240951,0.3914576536662441,16296.806907342401,0.3914576536662441,0.3914576536662441,7.002568764777356,6.6111111111111125,1.1847909869995776,0.5795962145412198,2033.6468500408555,54307.53347532163,-44799.23140690727,517323.94936155184,nan,0.0,True
6,17241.145656542263,3914.625046520516,2970.286297320653,0.18226185744290885,0.49057559398787975,17794.02379431935,1.032067366565475,17794.02379431935,0.0,8897.011897159675,8897.011897159675,0.39129085089511056,17241.145656542263,0.39129085089511056,0.39129085089511056,7.002401962006222,6.611111111111112,1.184624184228444,0.5796331533866678,2150.709342804713,54286.29120321761,-44230.67431793829,473093.27504361357,nan,0.0,True
7,17937.895717295076,3839.3291673158974,3142.579106563085,0.18227205831711152,0.4905330903453687,18494.25901540407,1.0310160849899783,18494.25901540407,0.0,9247.129507702035,9247.129507702035,0.3908998972986686,17937.895717295076,0.3908998972986686,0.3908998972986686,7.002011008409781,6.6111111111111125,1.184233230632002,0.5795863993799056,2235.207914057163,54226.219664601915,-43773.66356469765,429319.6114789159,nan,0.0,True
8,18427.661635820357,3759.772030042376,3270.006111517093,0.18229597066752207,0.4904334555519914,18971.173920873895,1.0294943707885886,18971.173920873895,0.0,9485.586960436947,9485.586960436947,0.3903407957725443,18427.661635820357,0.3903407957725443,0.3903407957725443,7.001451906883656,6.611111111111112,1.1836741291058777,0.5794768011071907,2292.518853283643,54134.4555768718,-43410.52975450772,385909.0817244082,nan,0.0,True
9,18744.811207536266,3677.0683626930304,3359.918790977119,0.18233017608951463,0.49029093296035575,19262.4013542007,1.0276124491697383,19262.4013542007,0.0,9631.20067710035,9631.20067710035,0.38965272864169836,18744.811207536266,0.38965272864169836,0.38965272864169836,7.0007638397528105,6.6111111111111125,1.1829860619750319,0.5793200262563915,2327.2338422103558,54017.01820530794,-43126.16621506115,342782.91550934705,nan,0.0,True
10,18918.428713604226,3592.151561360376,3418.534055292418,0.18237228518567378,0.4901154783930258,19399.915360403735,1.025450667922187,19399.915360403735,0.0,9699.957680201867,9699.957680201867,0.388864322634691,18918.428713604226,0.388864322634691,0.388864322634691,6.999975433745803,6.611111111111112,1.1821976559680243,0.5791270262323285,2343.255713173471,53878.980790761634,-42907.70470100556,299875.2108083415,nan,0.0,True
11,18973.119578769867,3505.8011019131513,3451.1102367475114,0.18242055347153757,0.48991436053526005,19410.816027459157,1.0230692926839007,19410.816027459157,0.0,9705.408013729579,9705.408013729579,0.3879970792965803,18973.119578769867,0.3879970792965803,0.3879970792965803,6.999108190407694,6.611111111111113,1.1813304126299138,0.5789057965887862,2343.893032022107,53724.61523782206,-42744.21358839914,257130.99721994236,nan,0.0,True
12,18929.690678010647,3418.6658844562044,3462.094785215425,0.18247367128225794,0.4896930363239252,19318.025202690114,1.0205145731795062,19318.025202690114,0.0,9659.012601345057,9659.012601345057,0.3870675187296889,18929.690678010647,0.3870675187296889,0.3870675187296889,6.9981786298408,6.611111111111112,1.1804008520630223,0.5786623399563178,2331.9442002869537,53557.514424276094,-42626.42660936872,214504.57061057363,nan,0.0,True
13,18805.726404098346,3331.284141083579,3455.248414995881,0.18253063263255598,0.48945569736435,19140.894647202615,1.0178226693243408,19140.894647202615,0.0,9570.447323601307,9570.447323601307,0.38608856977737155,18805.726404098346,0.38608856977737155,0.38608856977737155,6.997199680888484,6.6111111111111125,1.179421903110705,0.5784012671007851,2309.7713126184244,53380.69575190485,-42546.50361394814,171958.0669966255,nan,0.0,True
14,18616.07697899034,3244.1003877541384,3433.7498128621432,0.18259065026670937,0.4892056238887109,18895.73303188894,1.0150222870916474,18895.73303188894,0.0,9447.86651594447,9447.86651594447,0.38507050512809543,18616.07697899034,0.38507050512809543,0.38507050512809543,6.996181616239206,6.611111111111111,1.1784038384614286,0.578126186277582,2279.3643501411516,53196.688905410396,-42497.822016477774,129460.24498014773,nan,0.0,True
15,18373.27268283267,3157.47984738183,3400.2841435394994,0.18265309857586962,0.48894542260054324,18596.259978340036,1.0121365038965386,18596.259978340036,0.0,9298.129989170018,9298.129989170018,0.3840215898550995,18373.27268283267,0.3840215898550995,0.3840215898550995,6.995132700966211,6.611111111111112,1.1773549231884328,0.5778399648605976,2242.396602667347,53007.61028062625,-42474.796367169874,86985.44861297787,nan,0.0,True
16,18087.875422362096,3071.720714113571,3357.1179745841428,0.18271747404701144,0.4886771914707856,18253.99567828612,1.0091840667875591,18253.99567828612,0.0,9126.99783914306,9126.99783914306,0.38294854320702204,18087.875422362096,0.38294854320702204,0.38294854320702204,6.994059654318133,6.611111111111111,1.1762818765403553,0.5775449106178642,2200.272296439396,52815.22613781006,-42472.723070284264,44512.7255426936,nan,0.0,True
17,17768.77722555808,2987.0645770615156,3306.1627738655316,0.18278336712658427,0.4884026369725654,17878.59426155052,1.0061803372622897,17878.59426155052,0.0,8939.29713077526,8939.29713077526,0.38185687503036264,17768.77722555808,0.38185687503036264,0.38185687503036264,6.992967986141474,6.611111111111112,1.175190208363696,0.5772429006698221,2154.1673863129745,52621.00620553179,-42487.64724519903,2025.078297494576,nan,0.0,True
18,17423.453736811774,2903.7052761323994,3249.0287648787034,0.182850441740324,0.48812315941531664,17478.128411557926,1.0031379929359605,17478.128411557926,0.0,8739.064205778963,8739.064205778963,0.3807511358220085,17423.453736811774,0.3807511358220085,0.3807511358220085,6.99186224693312,6.611111111111112,1.1740844691553418,0.5769354753568484,2105.0644055456614,52426.16918840951,-42516.2488915168,-40491.170594022224,nan,0.0,True
19,17058.17952983403,2821.796422950888,3187.0706299286335,0.18291842008310222,0.4878399163204074,17059.331946480965,1.000067558009043,17059.331946480965,0.0,8529.665973240482,8529.665973240482,0.3796351059049515,17058.17952983403,0.3796351059049515,0.3796351059049515,6.9907462170160635,6.611111111111112,1.1729684392382849,0.5766239079524482,2053.7821808862655,52231.72140568002,-42555.74576803469,-83046.91636205692,nan,0.0,True
20,16678.21100473018,2741.45778570287,3121.4263108067216,0.18298707112019075,0.48755387033253855,16627.80629386027,0.9969778106983049,16627.80629386027,0.0,8313.903146930135,8313.903146930135,0.3785119408156111,16678.21100473018,0.3785119408156111,0.3785119408156111,6.989623051926723,6.6111111111111125,1.1718452741489447,0.5763092573657925,2001.0011301974318,52038.489598452026,-42603.81067200402,-125650.72703406094,nan,0.0,True
21,16287.941753529165,2662.7807074091984,3053.049958610213,0.18305620175595116,0.4872658260168702,16188.196036951638,0.9938761006094637,16188.196036951638,0.0,8094.098018475819,8094.098018475819,0.37738428461585827,16287.941753529165,0.37738428461585827,0.37738428461585827,6.988495395726971,6.6111111111111125,1.1707176179491916,0.5759924086185573,1947.2847719554475,51847.148784707824,-42658.501080394846,-168309.2281144558,nan,0.0,True
22,15891.034535546736,2585.8327020598863,2982.739920042318,0.18312564995488378,0.4869764585213176,15744.338024895864,0.9907685990913476,15744.338024895864,0.0,7872.169012447932,7872.169012447932,0.37625435932052637,15891.034535546736,0.37625435932052637,0.37625435932052637,6.987365470431638,6.611111111111112,1.1695876926538598,0.5756741043734495,1893.0979943354369,51658.245907398814,-42718.19937416214,-211027.42748861795,nan,0.0,True
23,15490.533376814848,2510.661351617711,2911.162510349597,0.18319527931536508,0.4866863361859788,15299.387924158233,0.9876604989636633,15299.387924158233,0.0,7649.693962079116,7649.693962079116,0.37512403627245233,15490.533376814848,0.37512403627245233,0.37512403627245233,6.986235147383565,6.6111111111111125,1.1684573696057858,0.5753549698045768,1838.8225577551893,51472.21990809706,-42781.56210309599,-253808.98959171394,nan,0.0,True
24,15088.958777419277,2437.2976086241215,2838.8722080196935,0.18326497474055475,0.48639593858102176,14855.927545796887,0.9845561754750684,14855.927545796887,0.0,7427.9637728984435,7427.9637728984435,0.3739948936863045,15088.958777419277,0.3739948936863045,0.3739948936863045,6.985106004797416,6.611111111111112,1.167328227019638,0.575035532439124,1784.7702391004896,51289.41876319775,-42847.47696045673,-296656.4665521707,nan,0.0,True
